code,std_code,name,group
139230,KR7139230007,TIGER 200 중공업,EF
139240,KR7139240006,TIGER 200 철강소재,EF
139250,KR7139250005,TIGER 200 에너지화학,EF
139260,KR7139260004,TIGER 200 IT,EF
139270,KR7139270003,TIGER 200 금융,EF
139280,KR7139280002,TIGER 경기방어,EF
139290,KR7139290001,TIGER 200 경기소비재,EF
139320,KR7139320006,TIGER 금은선물(H),EF
139480,KR7139480008,이마트,ST
139660,KR7139660005,KIWOOM 미국달러선물인버스,EF
139990,KR7139990006,아주스틸,ST
140570,KR7140570003,RISE 수출주,EF
140580,KR7140580002,RISE 우량업종대표주,EF
140700,KR7140700006,KODEX 보험,EF
140710,KR7140710005,KODEX 운송,EF
140950,KR7140950007,파워 코스피100,EF
143210,KR7143210003,핸즈코퍼레이션,ST
143850,KR7143850006,TIGER 미국S&P500선물(H),EF
143860,KR7143860005,TIGER 헬스케어,EF
144600,KR7144600004,KODEX 은선물(H),EF
145210,KR7145210001,다이나믹디자인,ST
145270,KR7145270005,케이탑리츠,RT
145670,KR7145670006,ACE 인버스,EF
145720,KR7145720009,덴티움,ST
145850,KR7145850004,TREX 펀더멘탈 200,EF
145990,KR7145990008,삼양사,ST
145995,KR7145991006,삼양사우,ST
147970,KR7147970008,TIGER 모멘텀,EF
148020,KR7148020001,RISE 200,EF
148070,KR7148070006,KIWOOM 국고채10년,EF
150460,KR7150460004,TIGER 중국소비테마,EF
152100,KR7152100004,PLUS 200,EF
152380,KR7152380002,KODEX 국채선물10년,EF
152500,KR7152500005,ACE 레버리지,EF
152870,KR7152870002,파워 200,EF
153130,KR7153130000,KODEX 단기채권,EF
153270,KR7153270004,KIWOOM 코스피100,EF
155660,KR7155660004,DSR,ST
156080,KR7156080004,KODEX MSCI Korea,EF
157450,KR7157450008,TIGER 단기통안채,EF
157490,KR7157490004,TIGER 소프트웨어,EF
157500,KR7157500000,TIGER 증권,EF
159800,KR7159800002,마이티 코스피100,EF
160580,KR7160580007,TIGER 구리실물,EF
161000,KR7161000005,애경케미칼,ST
161390,KR7161390000,한국타이어앤테크놀로지,ST
161510,KR7161510003,PLUS 고배당주,EF
161890,KR7161890009,한국콜마,ST
163560,KR7163560006,동일고무벨트,ST
166400,KR7166400002,TIGER 200커버드콜OTM,EF
167860,KR7167860006,KIWOOM 국고채10년레버리지,EF
168580,KR7168580009,ACE 중국본토CSI300,EF
169950,KR7169950003,KODEX 차이나A50,EF
170900,KR7170900005,동아에스티,ST
174350,KR7174350009,TIGER 로우볼,EF
174360,KR7174360008,RISE 중국본토대형주CSI100,EF
175330,KR7175330000,JB금융지주,ST
176950,KR7176950004,KODEX 국채선물10년인버스,EF
178920,KR7178920005,PI첨단소재,ST
180640,KR7180640005,한진칼,ST
18064K,KR718064K016,한진칼우,ST
181480,KR7181480005,ACE 미국부동산리츠(합성 H),EF
181710,KR7181710005,NHN,ST
182480,KR7182480004,TIGER 미국MSCI리츠(합성 H),EF
182490,KR7182490003,TIGER 단기선진하이일드(합성 H),EF
183190,KR7183190008,아세아시멘트,ST
183700,KR7183700004,RISE 200채권혼합50,EF
183710,KR7183710003,RISE 주식혼합,EF
185680,KR7185680006,KODEX 미국S&P바이오(합성),EF
185750,KR7185750007,종근당,ST
189400,KR7189400005,PLUS 글로벌MSCI(합성 H),EF
190620,KR7190620005,ACE 단기통안채,EF
192080,KR7192080000,더블유게임즈,ST
192090,KR7192090009,TIGER 차이나CSI300,EF
192400,KR7192400000,쿠쿠홀딩스,ST
192650,KR7192650000,드림텍,ST
192720,KR7192720001,파워 고배당저변동성,EF
192820,KR7192820009,코스맥스,ST
194370,KR7194370003,제이에스코퍼레이션,ST
195870,KR7195870001,해성디에스,ST
195920,KR7195920004,TIGER 일본TOPIX(합성 H),EF
195930,KR7195930003,TIGER 유로스탁스50(합성 H),EF
195970,KR7195970009,PLUS 선진국MSCI(합성 H),EF
195980,KR7195980008,PLUS 신흥국MSCI(합성 H),EF
196030,KR7196030001,ACE 일본TOPIX레버리지(H),EF
196230,KR7196230007,RISE 단기통안채,EF
200030,KR7200030005,KODEX 미국S&P500산업재(합성),EF
200250,KR7200250009,KIWOOM 인도Nifty50(합성),EF
200880,KR7200880003,서연이화,ST
203780,KR7203780002,TIGER 미국나스닥바이오,EF
204320,KR7204320006,HL만도,ST
204450,KR7204450001,KODEX 차이나H레버리지(H),EF
204480,KR7204480008,TIGER 차이나CSI300레버리지(합성),EF
205720,KR7205720006,ACE 일본TOPIX인버스(합성 H),EF
207940,KR7207940008,삼성바이오로직스,ST
210540,KR7210540001,디와이파워,ST
210780,KR7210780003,TIGER 코스피고배당,EF
210980,KR7210980009,SK디앤디,ST
211560,KR7211560008,TIGER 배당성장,EF
211900,KR7211900006,KODEX 코리아배당성장,EF
213500,KR7213500002,한솔제지,ST
213610,KR7213610009,KODEX 삼성그룹밸류,EF
213630,KR7213630007,PLUS 미국다우존스고배당주(합성 H),EF
214320,KR7214320004,이노션,ST
214330,KR7214330003,금호에이치티,ST
214390,KR7214390007,경보제약,ST
214420,KR7214420002,토니모리,ST
214980,KR7214980005,KODEX 단기채권PLUS,EF
215620,KR7215620006,HK S&P코리아로우볼,EF
217590,KR7217590009,티엠씨,ST
217770,KR7217770007,TIGER 원유선물인버스(H),EF
217780,KR7217780006,TIGER 차이나CSI300인버스(합성),EF
218420,KR7218420008,KODEX 미국S&P500에너지(합성),EF
219390,KR7219390002,RISE 미국S&P원유생산기업(합성 H),EF
219480,KR7219480001,KODEX 미국S&P500선물(H),EF
219900,KR7219900008,ACE 중국본토CSI300레버리지(합성),EF
220130,KR7220130009,SOL 차이나강소기업CSI500(합성 H),EF
223190,KR7223190000,KODEX 200가치저변동,EF
225030,KR7225030006,TIGER 미국S&P500선물인버스(H),EF
225040,KR7225040005,TIGER 미국S&P500레버리지(합성 H),EF
225050,KR7225050004,TIGER 유로스탁스레버리지(합성 H),EF
225060,KR7225060003,TIGER 이머징마켓MSCI레버리지(합성 H),EF
225130,KR7225130004,ACE 골드선물 레버리지(합성 H),EF
225800,KR7225800002,KIWOOM 미국달러선물레버리지,EF
226320,KR7226320000,잇츠한불,ST
226380,KR7226380004,ACE Fn성장소비주도주,EF
226490,KR7226490001,KODEX 코스피,EF
226980,KR7226980001,KODEX 200 중소형,EF
227540,KR7227540002,TIGER 200 헬스케어,EF
227550,KR7227550001,TIGER 200 산업재,EF
227560,KR7227560000,TIGER 200 생활소비재,EF
227570,KR7227570009,TIGER 우량가치,EF
227830,KR7227830007,PLUS 코스피,EF
227840,KR7227840006,현대코퍼레이션홀딩스,ST
228790,KR7228790002,TIGER 화장품,EF
228800,KR7228800009,TIGER 여행레저,EF
228810,KR7228810008,TIGER 미디어컨텐츠,EF
228820,KR7228820007,TIGER KTOP30,EF
229200,KR7229200001,KODEX 코스닥150,EF
229640,KR7229640008,LS에코에너지,ST
229720,KR7229720008,KODEX KTOP30,EF
230480,KR7230480006,KIWOOM 미국달러선물인버스2X,EF
232080,KR7232080002,TIGER 코스닥150,EF
233160,KR7233160001,TIGER 코스닥150 레버리지,EF
233740,KR7233740000,KODEX 코스닥150레버리지,EF
234080,KR7234080000,JW생명과학,ST
234310,KR7234310001,RISE V&S셀렉트밸류,EF
236350,KR7236350005,TIGER 인도니프티50레버리지(합성),EF
237350,KR7237350004,KODEX 코스피100,EF
237370,KR7237370002,KODEX 코리아배당성장채권혼합,EF
237440,KR7237440003,TIGER 경기방어채권혼합,EF
238670,KR7238670004,PLUS 스마트베타Quality채권혼합,EF
238720,KR7238720007,ACE 일본Nikkei225(H),EF
239660,KR7239660004,PLUS 우량회사채50,EF
241180,KR7241180009,TIGER 일본니케이225,EF
241390,KR7241390004,RISE V&S셀렉트밸류채권혼합,EF
241560,KR7241560002,두산밥캣,ST
241590,KR7241590009,화승엔터프라이즈,ST
243880,KR7243880002,TIGER 200IT레버리지,EF
243890,KR7243890001,TIGER 200에너지화학레버리지,EF
244580,KR7244580007,KODEX 바이오,EF
244620,KR7244620001,KODEX 모멘텀Plus,EF
244660,KR7244660007,KODEX 퀄리티Plus,EF
244670,KR7244670006,KODEX 밸류Plus,EF
244920,KR7244920005,에이플러스에셋,ST
245340,KR7245340005,TIGER 미국다우존스30,EF
245350,KR7245350004,TIGER 유로스탁스배당30,EF
245360,KR7245360003,TIGER 차이나HSCEI,EF
245710,KR7245710009,ACE 베트남VN30(합성),EF
248070,KR7248070005,솔루엠,ST
248170,KR7248170003,샘표식품,ST
248270,KR7248270001,TIGER S&P글로벌헬스케어(합성),EF
249420,KR7249420001,일동제약,ST
250730,KR7250730009,RISE 차이나HSCEI(H),EF
250780,KR7250780004,TIGER 코스닥150선물인버스,EF
251270,KR7251270005,넷마블,ST
251340,KR7251340006,KODEX 코스닥150선물인버스,EF
251350,KR7251350005,KODEX MSCI선진국,EF
251590,KR7251590006,PLUS 고배당저변동50,EF
251600,KR7251600003,PLUS 고배당주채권혼합,EF
252000,KR7252000005,TIGER 200동일가중,EF
252400,KR7252400007,RISE 200선물레버리지,EF
252410,KR7252410006,RISE 200선물인버스,EF
252420,KR7252420005,RISE 200선물인버스2X,EF
252650,KR7252650007,KODEX 200동일가중,EF
252670,KR7252670005,KODEX 200선물인버스2X,EF
252710,KR7252710009,TIGER 200선물인버스2X,EF
253150,KR7253150007,PLUS 200선물레버리지,EF
253160,KR7253160006,PLUS 200선물인버스2X,EF
253230,KR7253230007,KIWOOM 200선물인버스2X,EF
253240,KR7253240006,KIWOOM 200선물인버스,EF
253250,KR7253250005,KIWOOM 200선물레버리지,EF
253280,KR7253280002,RISE 헬스케어,EF
253290,KR7253290001,RISE 헬스케어채권혼합,EF
256440,KR7256440009,ACE MSCI인도네시아(합성),EF
256450,KR7256450008,PLUS 심천차이넥스트(합성),EF
256750,KR7256750001,KODEX 차이나심천ChiNext(합성),EF
259960,KR7259960003,크래프톤,ST
261060,KR7261060008,TIGER 코스닥150IT,EF
261070,KR7261070007,TIGER 코스닥150바이오테크,EF
261110,KR7261110001,TIGER 미국달러선물레버리지,EF
261120,KR7261120000,TIGER 미국달러선물인버스2X,EF
261140,KR7261140008,TIGER 우선주,EF
261220,KR7261220008,KODEX WTI원유선물(H),EF
261240,KR7261240006,KODEX 미국달러선물,EF
261250,KR7261250005,KODEX 미국달러선물레버리지,EF
261260,KR7261260004,KODEX 미국달러선물인버스2X,EF
261270,KR7261270003,KODEX 미국달러선물인버스,EF
261920,KR7261920003,ACE MSCI필리핀(합성),EF
264900,KR7264900002,크라운제과,ST
26490K,KR726490K013,크라운제과우,ST
265690,KR7265690008,ACE 러시아MSCI(합성),EF
266160,KR7266160001,RISE 고배당,EF
266360,KR7266360007,KODEX K콘텐츠,EF
266370,KR7266370006,KODEX IT,EF
266390,KR7266390004,KODEX 경기소비재,EF
266410,KR7266410000,KODEX 필수소비재,EF
266420,KR7266420009,KODEX 헬스케어,EF
266550,KR7266550003,PLUS 중형주저변동50,EF
267250,KR7267250009,HD현대,ST
267260,KR7267260008,HD현대일렉트릭,ST
267270,KR7267270007,HD건설기계,ST
267290,KR7267290005,경동도시가스,ST
267440,KR7267440006,RISE 미국장기국채선물(H),EF
267450,KR7267450005,RISE 미국장기국채선물인버스(H),EF
267490,KR7267490001,RISE 미국장기국채선물레버리지(합성 H),EF
267770,KR7267770006,TIGER 200선물레버리지,EF
267850,KR7267850006,아시아나IDT,ST
268280,KR7268280005,미원에스씨,ST
269370,KR7269370003,TIGER S&P글로벌인프라(합성),EF
269420,KR7269420006,KODEX S&P글로벌인프라(합성),EF
269530,KR7269530002,PLUS S&P글로벌인프라,EF
269540,KR7269540001,PLUS 미국S&P500(H),EF
270800,KR7270800006,RISE KQ고배당,EF
270810,KR7270810005,RISE 코스닥150,EF
271050,KR7271050007,KODEX WTI원유선물인버스(H),EF
271060,KR7271060006,KODEX 3대농산물선물(H),EF
271560,KR7271560005,오리온,ST
271940,KR7271940009,일진하이솔루스,ST
271980,KR7271980005,제일약품,ST
272210,KR7272210006,한화시스템,ST
272450,KR7272450008,진에어,ST
272550,KR7272550005,삼양패키징,ST
272560,KR7272560004,RISE 단기국공채액티브,EF
272570,KR7272570003,RISE 중장기국공채액티브,EF
272580,KR7272580002,TIGER 단기채권액티브,EF
272910,KR7272910001,ACE 중장기국공채액티브,EF
273130,KR7273130005,KODEX 종합채권(AA-이상)액티브,EF
273140,KR7273140004,KODEX 단기변동금리부채권액티브,EF
275280,KR7275280006,KODEX 모멘텀주,EF
275290,KR7275290005,KODEX 가치주,EF
275300,KR7275300002,KODEX 우량주,EF
275750,KR7275750008,RISE 코스닥150선물인버스,EF
275980,KR7275980001,TIGER 글로벌4차산업혁신기술(합성 H),EF
276000,KR7276000007,TIGER 글로벌자원생산기업(합성 H),EF
276650,KR7276650009,RISE 글로벌테크놀로지(합성 H),EF
276970,KR7276970001,KODEX 미국S&P500배당귀족커버드콜(합성 H),EF
276990,KR7276990009,KODEX 글로벌로봇(합성),EF
277540,KR7277540001,ACE 아시아TOP50,EF
277630,KR7277630000,TIGER 코스피,EF
277640,KR7277640009,TIGER 코스피대형주,EF
277650,KR7277650008,TIGER 코스피중형주,EF
278240,KR7278240007,RISE 코스닥150선물레버리지,EF
278470,KR7278470000,에이피알,ST
278530,KR7278530001,KODEX 200TR,EF
278540,KR7278540000,KODEX MSCI Korea TR,EF
278620,KR7278620000,PLUS 단기채권액티브,EF
279530,KR7279530000,KODEX 고배당주,EF
279540,KR7279540009,KODEX 최소변동성,EF
279570,KR7279570006,케이뱅크,ST
280320,KR7280320003,ACE 미국IT인터넷(합성 H),EF
280360,KR7280360009,롯데웰푸드,ST
280920,KR7280920000,PLUS 주도업종,EF
280930,KR7280930009,KODEX 미국러셀2000(H),EF
280940,KR7280940008,KODEX 골드선물인버스(H),EF
281820,KR7281820001,케이씨텍,ST
281990,KR7281990002,RISE 중소형고배당,EF
282000,KR7282000009,RISE 국고채3년선물인버스,EF
282330,KR7282330000,BGF리테일,ST
283580,KR7283580009,KODEX 차이나CSI300,EF
284430,KR7284430006,KODEX 200미국채혼합50,EF
284740,KR7284740008,쿠쿠홈시스,ST
284980,KR7284980000,RISE 200금융,EF
285130,KR7285130001,SK케미칼,ST
28513K,KR728513K010,SK케미칼우,ST
285690,KR7285690004,FOCUS ESG리더스,EF
286940,KR7286940002,롯데이노베이트,ST
287180,KR7287180004,PLUS 미국나스닥테크,EF
289040,KR7289040008,KODEX MSCI KOREA ESG유니버설,EF
289250,KR7289250003,TIGER MSCI KOREA ESG유니버설,EF
289260,KR7289260002,TIGER MSCI KOREA ESG리더스,EF
289480,KR7289480006,TIGER 200커버드콜,EF
289670,KR7289670002,PLUS 국채선물10년,EF
290080,KR7290080001,RISE 200고배당커버드콜ATM,EF
290130,KR7290130004,RISE ESG사회책임투자,EF
291130,KR7291130003,ACE MSCI멕시코(합성),EF
291620,KR7291620003,KIWOOM 코스닥150선물인버스,EF
291630,KR7291630002,KIWOOM 코스닥150선물레버리지,EF
291680,KR7291680007,RISE 차이나H선물인버스(H),EF
291890,KR7291890002,KODEX MSCI EM선물(H),EF
292050,KR7292050002,RISE KRX300,EF
292150,KR7292150000,TIGER 코리아TOP10,EF
292160,KR7292160009,TIGER KRX300,EF
292190,KR7292190006,KODEX KRX300,EF
292500,KR7292500006,SOL KRX300,EF
292560,KR7292560000,TIGER 일본엔선물,EF
292770,KR7292770005,KODEX 국채선물3년인버스,EF
293180,KR7293180006,HANARO 200,EF
293480,KR7293480000,하나제약,ST
293940,KR7293940003,신한알파리츠,RT
294400,KR7294400007,KIWOOM 200TR,EF
294870,KR7294870001,IPARK현대산업개발,ST
295000,KR7295000004,RISE 국채선물10년,EF
295020,KR7295020002,RISE 국채선물10년인버스,EF
295040,KR7295040000,SOL 200TR,EF
298000,KR7298000001,효성화학,ST
298020,KR7298020009,효성티앤씨,ST
298040,KR7298040007,효성중공업,ST
298050,KR7298050006,HS효성첨단소재,ST
298340,KR7298340001,PLUS 국채선물3년,EF
298690,KR7298690009,에어부산,ST
298770,KR7298770009,KODEX 한국대만IT프리미어,EF
300610,KR7300610003,TIGER K게임,EF
300640,KR7300640000,RISE 게임테마,EF
300720,KR7300720000,한일시멘트,ST
300950,KR7300950003,KODEX 게임산업,EF
301400,KR7301400008,PLUS 코스닥150,EF
302190,KR7302190004,TIGER 중장기국채,EF
302440,KR7302440003,SK바이오사이언스,ST
302450,KR7302450002,RISE 코스피,EF
304660,KR7304660004,KODEX 미국30년국채울트라선물(H),EF
304670,KR7304670003,KODEX 미국30년국채울트라선물인버스(H),EF
304760,KR7304760002,HANARO KRX300,EF
304770,KR7304770001,HANARO 코스닥150,EF
304780,KR7304780000,HANARO 200선물레버리지,EF
304940,KR7304940000,KODEX 미국나스닥100선물(H),EF
305050,KR7305050007,ACE 코스피,EF
305080,KR7305080004,TIGER 미국채10년선물,EF
305540,KR7305540007,TIGER 2차전지테마,EF
305720,KR7305720005,KODEX 2차전지산업,EF
306200,KR7306200007,세아제강,ST
306520,KR7306520008,HANARO 200선물인버스,EF
306530,KR7306530007,HANARO 코스닥150선물레버리지,EF
306950,KR7306950007,KODEX KRX300레버리지,EF
307510,KR7307510008,TIGER 의료기기,EF
307520,KR7307520007,TIGER 지주회사,EF
307950,KR7307950006,현대오토에버,ST
308170,KR7308170000,씨티알모빌리티,ST
308620,KR7308620004,KODEX 미국10년국채선물,EF
309230,KR7309230001,ACE 미국WideMoat동일가중,EF
310080,KR7310080007,RISE 중국MSCI China(H),EF
310960,KR7310960000,TIGER 200TR,EF
310970,KR7310970009,TIGER MSCI Korea TR,EF
314250,KR7314250002,KODEX 미국빅테크10(H),EF
314700,KR7314700006,HANARO 농업융복합산업,EF
315270,KR7315270009,TIGER 200커뮤니케이션서비스,EF
315930,KR7315930008,KODEX Top5PlusTR,EF
315960,KR7315960005,RISE 대형고배당10TR,EF
316140,KR7316140003,우리금융지주,ST
316300,KR7316300003,ACE 싱가포르리츠,EF
316670,KR7316670009,KIWOOM 코스닥150,EF
317400,KR7317400000,자이에스앤디,ST
317450,KR7317450005,명인제약,ST
319640,KR7319640009,TIGER 골드선물(H),EF
321410,KR7321410003,KODEX 멀티에셋하이인컴(H),EF
322000,KR7322000001,HD현대에너지솔루션,ST
322400,KR7322400003,HANARO e커머스,EF
322410,KR7322410002,HANARO K고배당,EF
323410,KR7323410001,카카오뱅크,ST
325010,KR7325010007,KODEX 성장주,EF
325020,KR7325020006,KODEX 배당가치,EF
326030,KR7326030004,SK바이오팜,ST
326230,KR7326230000,RISE 내수주플러스,EF
326240,KR7326240009,RISE IT플러스,EF
328370,KR7328370002,PLUS 코스피TR,EF
329180,KR7329180004,HD현대중공업,ST
329200,KR7329200000,TIGER 리츠부동산인프라,EF
329650,KR7329650006,KODEX TRF3070,EF
329660,KR7329660005,KODEX TRF5050,EF
329670,KR7329670004,KODEX TRF7030,EF
329750,KR7329750004,TIGER 미국달러단기채권액티브,EF
330590,KR7330590001,롯데리츠,RT
332500,KR7332500008,ACE 200TR,EF
332610,KR7332610005,PLUS 미국단기회사채(AAA~A),EF
332620,KR7332620004,PLUS 미국장기우량회사채,EF
332930,KR7332930007,HANARO 200TR,EF
332940,KR7332940006,HANARO MSCI Korea TR,EF
334690,KR7334690005,RISE 팔라듐선물(H),EF
334700,KR7334700002,RISE 팔라듐선물인버스(H),EF
334890,KR7334890001,이지스밸류플러스리츠,RT
336160,KR7336160007,RISE 금융채액티브,EF
336260,KR7336260005,두산퓨얼셀,ST
33626K,KR733626K013,두산퓨얼셀1우,ST
33626L,KR733626K021,두산퓨얼셀2우B,ST
336370,KR7336370002,솔루스첨단소재,ST
33637K,KR733637K010,솔루스첨단소재1우,ST
33637L,KR733637K028,솔루스첨단소재2우B,ST
337120,KR7337120000,KODEX 멀티팩터,EF
337140,KR7337140008,KODEX 코스피대형주,EF
337150,KR7337150007,KODEX 200exTOP,EF
337160,KR7337160006,KODEX 200ESG,EF
338100,KR7338100001,NH프라임리츠,RT
339770,KR7339770000,교촌에프앤비,ST
341850,KR7341850006,TIGER 리츠부동산인프라채권,EF
344820,KR7344820006,KCC글라스,ST
348950,KR7348950007,제이알글로벌리츠,RT
350520,KR7350520003,이지스레지던스리츠,RT
352540,KR7352540009,KODEX 일본부동산리츠(H),EF
352560,KR7352560007,KODEX 미국부동산리츠(H),EF
352820,KR7352820005,하이브,ST
353200,KR7353200009,대덕전자,ST
35320K,KR735320K011,대덕전자1우,ST
354240,KR7354240004,RISE 미국고정배당우선증권,EF
354350,KR7354350001,HANARO 글로벌럭셔리S&P(합성),EF
354500,KR7354500001,ACE 코스닥150,EF
356540,KR7356540005,ACE 종합채권(AA-이상)액티브,EF
357120,KR7357120005,코람코라이프인프라리츠,RT
357250,KR7357250000,미래에셋맵스리츠,RT
357430,KR7357430008,마스턴프리미어리츠,RT
357870,KR7357870005,TIGER CD금리투자KIS(합성),EF
359210,KR7359210002,KODEX 코스피TR,EF
360140,KR7360140008,KODEX 200롱코스닥150숏선물,EF
360150,KR7360150007,KODEX 코스닥150롱코스피200숏선물,EF
360200,KR7360200000,ACE 미국S&P500,EF
360750,KR7360750004,TIGER 미국S&P500,EF
361580,KR7361580004,RISE 200TR,EF
361610,KR7361610009,SK아이이테크놀로지,ST
363280,KR7363280009,티와이홀딩스,ST
36328K,KR736328K013,티와이홀딩스우,ST
363510,KR7363510009,SOL KIS단기통안채,EF
363570,KR7363570003,KODEX 장기종합채권(AA-이상)액티브,EF
363580,KR7363580002,KODEX 200IT TR,EF
364690,KR7364690008,KODEX 혁신기술테마액티브,EF
364960,KR7364960005,TIGER BBIG,EF
364970,KR7364970004,TIGER 바이오TOP10,EF
364980,KR7364980003,TIGER 2차전지TOP10,EF
364990,KR7364990002,TIGER 게임TOP10,EF
365000,KR7365000009,TIGER 인터넷TOP10,EF
365040,KR7365040005,TIGER AI코리아그로스액티브,EF
365550,KR7365550003,ESR켄달스퀘어리츠,RT
365780,KR7365780006,ACE 국고채10년,EF
367380,KR7367380003,ACE 미국나스닥100,EF
367740,KR7367740008,HANARO Fn5G산업,EF
367760,KR7367760006,RISE 네트워크인프라,EF
367770,KR7367770005,RISE 수소경제테마,EF
368190,KR7368190005,HANARO Fn K-뉴딜디지털플러스,EF
368590,KR7368590006,RISE 미국나스닥100,EF
368680,KR7368680005,KODEX K-뉴딜디지털플러스,EF
371150,KR7371150004,RISE 차이나항셍테크,EF
371160,KR7371160003,TIGER 차이나항셍테크,EF
371450,KR7371450008,TIGER 글로벌클라우드컴퓨팅INDXX,EF
371460,KR7371460007,TIGER 차이나전기차SOLACTIVE,EF
371470,KR7371470006,TIGER 차이나바이오테크SOLACTIVE,EF
371870,KR7371870007,ACE 차이나항셍테크,EF
372330,KR7372330001,KODEX 차이나항셍테크,EF
372910,KR7372910000,한컴라이프케어,ST
373220,KR7373220003,LG에너지솔루션,ST
373490,KR7373490002,KODEX 코리아혁신성장액티브,EF
373790,KR7373790005,KIWOOM 미국방어배당성장나스닥,EF
375270,KR7375270006,RISE 글로벌데이터센터리츠(합성),EF
375500,KR7375500006,DL이앤씨,ST
37550K,KR737550K011,DL이앤씨우,ST
37550L,KR737550K029,DL이앤씨2우(전환),ST
375760,KR7375760006,HANARO 탄소효율그린뉴딜,EF
375770,KR7375770005,KODEX 탄소효율그린뉴딜,EF
376410,KR7376410007,TIGER 탄소효율그린뉴딜,EF
377190,KR7377190004,디앤디플랫폼리츠,RT
377300,KR7377300009,카카오페이,ST
377740,KR7377740006,바이오노트,ST
377990,KR7377990007,TIGER Fn신재생에너지,EF
378850,KR7378850002,화승알앤에이,ST
379780,KR7379780000,RISE 미국S&P500,EF
379790,KR7379790009,RISE 유로스탁스50(H),EF
379800,KR7379800006,KODEX 미국S&P500,EF
379810,KR7379810005,KODEX 미국나스닥100,EF
380340,KR7380340000,ACE 코리아AI테크핵심산업,EF
381170,KR7381170000,TIGER 미국테크TOP10 INDXX,EF
381180,KR7381180009,TIGER 미국필라델피아반도체나스닥,EF
381560,KR7381560002,HANARO Fn전기&수소차,EF
381570,KR7381570001,HANARO Fn친환경에너지,EF
381970,KR7381970003,케이카,ST
383220,KR7383220001,F&F,ST
383800,KR7383800000,LX홀딩스,ST
38380K,KR738380K012,LX홀딩스1우,ST
385510,KR7385510003,KODEX 신재생에너지액티브,EF
385520,KR7385520002,KODEX 자율주행액티브,EF
385540,KR7385540000,RISE 종합채권(A-이상)액티브,EF
385550,KR7385550009,RISE 단기채권알파액티브,EF
385560,KR7385560008,RISE KIS국고채30년Enhanced,EF
385590,KR7385590005,ACE ESG액티브,EF
385600,KR7385600002,ACE 2차전지&친환경차액티브,EF
385710,KR7385710009,TIME K이노베이션액티브,EF
385720,KR7385720008,TIME 코스피액티브,EF
387270,KR7387270002,TIGER 글로벌이노베이션액티브,EF
387280,KR7387280001,TIGER 퓨처모빌리티액티브,EF
388280,KR7388280000,RISE K엔터&여행레저,EF
388420,KR7388420002,RISE 비메모리반도체액티브,EF
390390,KR7390390003,KODEX 미국반도체,EF
390400,KR7390400000,KODEX 미국스마트모빌리티S&P,EF
391600,KR7391600004,ACE 미국친환경그린테마,EF
391670,KR7391670007,HK 베스트일레븐액티브,EF
394660,KR7394660005,TIGER 글로벌자율주행&전기차SOLACTIVE,EF
394670,KR7394670004,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),EF
395150,KR7395150006,KODEX 웹툰&드라마,EF
395160,KR7395160005,KODEX AI반도체TOP2플러스,EF
395170,KR7395170004,KODEX Top10동일가중,EF
395270,KR7395270002,HANARO Fn K-반도체,EF
395280,KR7395280001,HANARO Fn K-게임,EF
395290,KR7395290000,HANARO Fn K-POP&미디어,EF
395400,KR7395400005,SK리츠,RT
395750,KR7395750003,PLUS ESG가치주액티브,EF
395760,KR7395760002,PLUS ESG성장주액티브,EF
396500,KR7396500001,TIGER 반도체TOP10,EF
396510,KR7396510000,TIGER 차이나클린에너지SOLACTIVE,EF
396520,KR7396520009,TIGER 차이나반도체FACTSET,EF
396690,KR7396690000,미래에셋글로벌리츠,RT
397420,KR7397420001,RISE 국채선물5년추종,EF
399110,KR7399110006,SOL 미국S&P500ESG,EF
399580,KR7399580000,RISE 글로벌클린에너지,EF
400570,KR7400570008,KODEX 유럽탄소배출권선물ICE(H),EF
400580,KR7400580007,SOL 유럽탄소배출권선물S&P(H),EF
400590,KR7400590006,SOL 글로벌탄소배출권선물ICE(합성),EF
400760,KR7400760005,NH올원리츠,RT
400970,KR7400970000,TIGER Fn메타버스,EF
401170,KR7401170006,RISE 메타버스,EF
401470,KR7401470000,KODEX 메타버스액티브,EF
401590,KR7401590005,HANARO 글로벌탄소배출권선물ICE(합성),EF
402340,KR7402340004,SK스퀘어,ST
402460,KR7402460000,HANARO Fn K-메타버스MZ,EF
402970,KR7402970008,ACE 미국배당다우존스,EF
403550,KR7403550007,쏘카,ST
403790,KR7403790009,MIDAS 코스피액티브,EF
404120,KR7404120008,TIME K신재생에너지액티브,EF
404260,KR7404260002,KODEX 기후변화솔루션,EF
404540,KR7404540007,TIGER KRX기후변화솔루션,EF
404650,KR7404650004,SOL KRX기후변화솔루션,EF
404990,KR7404990004,신한서부티엔디리츠,RT
407300,KR7407300003,HANARO Fn골프테마,EF
407310,KR7407310002,HANARO 200 TOP10,EF
407820,KR7407820000,에셋플러스 코리아플랫폼액티브,EF
407830,KR7407830009,에셋플러스 글로벌플랫폼액티브,EF
409810,KR7409810009,KODEX 미국나스닥100선물인버스(H),EF
409820,KR7409820008,KODEX 미국나스닥100레버리지(합성 H),EF
410870,KR7410870000,TIME K컬처액티브,EF
411060,KR7411060007,ACE KRX금현물,EF
411420,KR7411420003,KODEX 미국나스닥AI테크액티브,EF
411540,KR7411540008,SOL 200 Top10,EF
