code,std_code,name,group
0100K0,KR70100K0009,KODEX 방산TOP10레버리지,EF
010100,KR7010100006,한국무브넥스,ST
010120,KR7010120004,LS ELECTRIC,ST
010130,KR7010130003,고려아연,ST
010140,KR7010140002,삼성중공업,ST
0101N0,KR70101N0005,RISE AI전력인프라,EF
0102A0,KR70102A0009,TIGER 미국AI소프트웨어TOP4Plus,EF
0102X0,KR70102X0002,ACE 유럽방산TOP10,EF
0103T0,KR70103T0007,1Q K소버린AI,EF
010400,KR7010400000,우진아이엔에스,ST
0104G0,KR70104G0001,PLUS K방산레버리지,EF
0104H0,KR70104H0000,KoAct 미국나스닥채권혼합50액티브,EF
0104N0,KR70104N0002,TIGER 200타겟위클리커버드콜,EF
0104P0,KR70104P0000,TIGER 코리아배당다우존스위클리커버드콜,EF
010580,KR7010580009,에스엠벡셀,ST
0105D0,KR70105D0003,SOL 한국AI소프트웨어,EF
0105E0,KR70105E0002,SOL 코리아고배당,EF
010640,KR7010640001,진양폴리,ST
010660,KR7010660009,화천기계,ST
010690,KR7010690006,화신,ST
0106J0,KR70106J0006,대신 KOSPI200인덱스 X클래스,PF
010770,KR7010770006,평화홀딩스,ST
010780,KR7010780005,아이에스동서,ST
0107F0,KR70107F0009,KIWOOM 미국고배당&AI테크,EF
010820,KR7010820009,퍼스텍,ST
010950,KR7010950004,S-Oil,ST
010955,KR7010951002,S-Oil우,ST
010960,KR7010960003,삼호개발,ST
011000,KR7011000007,진원생명과학,ST
011070,KR7011070000,LG이노텍,ST
011090,KR7011090008,에넥스,ST
011150,KR7011150000,CJ씨푸드,ST
011155,KR7011151008,CJ씨푸드1우,ST
011170,KR7011170008,롯데케미칼,ST
0111J0,KR70111J0009,HANARO 증권고배당TOP3플러스,EF
0111P0,KR70111P0001,1Q 미국나스닥100미국채혼합50액티브,EF
011200,KR7011200003,HMM,ST
011210,KR7011210002,현대위아,ST
011230,KR7011230000,삼화전자,ST
011280,KR7011280005,태림포장,ST
0112X0,KR70112X0000,마이티 200TR,EF
011300,KR7011300001,우성머티리얼스,ST
011330,KR7011330008,유니켐,ST
011390,KR7011390002,부산산업,ST
0113D0,KR70113D0003,TIME 글로벌탑픽액티브,EF
0113G0,KR70113G0000,KoAct 미국바이오헬스케어액티브,EF
0113P0,KR70113P0009,HK 머니마켓액티브,EF
011420,KR7011420007,갤럭시아에스엠,ST
0114X0,KR70114X0008,RISE 글로벌게임테크TOP3Plus,EF
011500,KR7011500006,한농화성,ST
0115C0,KR70115C0002,RISE 미국고배당다우존스TOP10,EF
0115D0,KR70115D0001,KODEX 조선TOP10,EF
0115E0,KR70115E0000,KODEX 코리아소버린AI,EF
011690,KR7011690005,와이투솔루션,ST
011700,KR7011700002,한신기계,ST
011760,KR7011760006,현대코퍼레이션,ST
011780,KR7011780004,금호석유화학,ST
011785,KR7011781002,금호석유화학우,ST
011790,KR7011790003,SKC,ST
0117L0,KR70117L0009,KODEX 26-12 금융채(AA-이상)액티브,EF
0117V0,KR70117V0007,TIGER 코리아AI전력기기TOP3플러스,EF
011810,KR7011810009,STX,ST
0118S0,KR70118S0001,SOL 미국넥스트테크TOP10액티브,EF
0118Z0,KR70118Z0002,ACE 미국AI테크핵심산업액티브,EF
011930,KR7011930005,신성이엔지,ST
0119H0,KR70119H0003,KODEX 28-12 회사채(AA-이상)액티브,EF
012030,KR7012030003,DB,ST
0120G0,KR70120G0001,삼양바이오팜,ST
0120J0,KR70120J0008,BNK 카카오그룹포커스,EF
0120X0,KR70120X0000,유진 챔피언중단기크레딧 X클래스,PF
012160,KR7012160008,영흥,ST
012170,KR7012170007,아센디오,ST
012200,KR7012200002,계양전기,ST
012205,KR7012201000,계양전기우,ST
012280,KR7012280004,영화금속,ST
0122W0,KR70122W0009,RISE 26-11 회사채(AA-이상)액티브,EF
012320,KR7012320008,경동인베스트,ST
012330,KR7012330007,현대모비스,ST
0123G0,KR70123G0008,TIGER 미국AI전력SMR,EF
0123S0,KR70123S0004,HANARO 26-12 은행채(AA+이상)액티브,EF
012450,KR7012450003,한화에어로스페이스,ST
012510,KR7012510004,더존비즈온,ST
012610,KR7012610002,경인양행,ST
012630,KR7012630000,HDC,ST
012690,KR7012690004,모나리자,ST
0126Z0,KR70126Z0002,삼성에피스홀딩스,ST
012750,KR7012750006,에스원,ST
0127M0,KR70127M0006,ACE 미국대형가치주액티브,EF
0127P0,KR70127P0003,ACE 미국대형성장주액티브,EF
0127R0,KR70127R0001,RISE 미국AI클라우드인프라,EF
0127T0,KR70127T0009,KIWOOM 미국S&P500&배당다우존스비중전환,EF
0127V0,KR70127V0005,KIWOOM 미국S&P500 TOP10&배당다우비중전환,EF
012800,KR7012800009,대창,ST
0128D0,KR70128D0006,PLUS 차이나항셍테크위클리타겟커버드콜,EF
013000,KR7013000005,세우글로벌,ST
0131A0,KR70131A0004,SOL 차이나소비트렌드,EF
0131V0,KR70131V0009,1Q 미국우주항공테크,EF
0131W0,KR70131W0008,1Q 단기특수은행채액티브,EF
0132D0,KR70132D0000,KoAct 글로벌K컬처밸류체인액티브,EF
0132H0,KR70132H0006,KODEX 미국원자력SMR,EF
0132K0,KR70132K0001,PLUS 테슬라위클리커버드콜채권혼합,EF
013360,KR7013360003,일성건설,ST
0133E0,KR70133E0008,TIGER 차이나증권,EF
013520,KR7013520002,화승코퍼레이션,ST
013570,KR7013570007,디와이,ST
013580,KR7013580006,계룡건설,ST
0135Y0,KR70135Y0002,IBK 중기종합채권(AA-이상)액티브,EF
013700,KR7013700000,까뮤이앤씨,ST
0137V0,KR70137V0003,KIWOOM 미국S&P500모멘텀,EF
0137W0,KR70137W0002,KIWOOM 미국S&P500&GOLD,EF
013870,KR7013870001,지엠비코리아,ST
013890,KR7013890009,지누스,ST
0138D0,KR70138D0004,RISE 동학개미,EF
0138T0,KR70138T0006,RISE 미국S&P500데일리고정커버드콜,EF
0138Y0,KR70138Y0009,PLUS 금채권혼합,EF
0139F0,KR70139F0001,TIGER 12월자동연장금융채(AA-이상)액티브,EF
0139P0,KR70139P0009,ACE 고배당주,EF
014130,KR7014130009,한익스프레스,ST
014160,KR7014160006,대영포장,ST
0141S0,KR70141S0002,SOL 조선기자재,EF
0141T0,KR70141T0001,SOL 중기종합채권(AA-이상)액티브,EF
014280,KR7014280002,금강공업,ST
014285,KR7014281000,금강공업우,ST
0142D0,KR70142D0008,TIGER 미국AI데이터센터TOP4Plus,EF
014440,KR7014440002,영보화학,ST
0144L0,KR70144L0006,KODEX 미국성장커버드콜액티브,EF
0144M0,KR70144M0005,KODEX 미국드론UAM TOP10,EF
014530,KR7014530000,극동유화,ST
014580,KR7014580005,태경비케이,ST
014680,KR7014680003,한솔케미칼,ST
014710,KR7014710008,사조씨푸드,ST
014790,KR7014790000,HL D&I,ST
014820,KR7014820005,동원시스템즈,ST
014825,KR7014821003,동원시스템즈우,ST
014830,KR7014830004,유니드,ST
0148J0,KR70148J0006,TIGER 코리아휴머노이드로봇산업,EF
014910,KR7014910004,성문전자,ST
014915,KR7014911002,성문전자우,ST
014990,KR7014990006,인디에프,ST
015020,KR7015020001,이스타코,ST
0150K0,KR70150K0008,KoAct 수소전력ESS인프라액티브,EF
0151P0,KR70151P0002,RISE 코리아전략산업액티브,EF
0151S0,KR70151S0009,KODEX 미국AI반도체TOP3플러스,EF
015230,KR7015230006,대창단조,ST
015260,KR7015260003,에이엔피,ST
0152E0,KR70152E0004,SOL 배당성향탑픽액티브,EF
015360,KR7015360001,INVENI,ST
0153K0,KR70153K0005,KODEX 주주환원고배당주,EF
0153P0,KR70153P0000,ACE 리츠부동산인프라액티브,EF
0153X0,KR70153X0000,PLUS 미국고배당주액티브,EF
0154F0,KR70154F0001,WON 초대형IB&금융지주,EF
0154H0,KR70154H0009,KoAct 차이나바이오헬스케어액티브,EF
015590,KR7015590003,DKME,ST
0155M0,KR70155M0001,ACE 미국SMR원자력TOP10,EF
0155N0,KR70155N0000,HANARO K휴머노이드테마TOP10,EF
015760,KR7015760002,한국전력,ST
015860,KR7015860000,일진홀딩스,ST
015890,KR7015890007,태경산업,ST
016090,KR7016090003,대현,ST
0162L0,KR70162L0003,KODEX 차이나AI반도체TOP10,EF
0162M0,KR70162M0002,KODEX 금융채1~2년(AA-이상)PLUS액티브,EF
0162Y0,KR70162Y0008,TIME 코스닥액티브,EF
0162Z0,KR70162Z0007,RISE 삼성전자SK하이닉스채권혼합50,EF
016360,KR7016360000,삼성증권,ST
016380,KR7016380008,KG스틸,ST
0163Y0,KR70163Y0007,KoAct 코스닥액티브,EF
016450,KR7016450009,한세예스24홀딩스,ST
0164G0,KR70164G0008,RISE 차이나AI반도체TOP4Plus,EF
016580,KR7016580003,환인제약,ST
016590,KR7016590002,신대양제지,ST
016610,KR7016610008,DB증권,ST
0166N0,KR70166N0007,PLUS 코스닥150액티브,EF
0166S0,KR70166S0002,PLUS K제조업핵심기업액티브,EF
0166T0,KR70166T0001,PLUS 글로벌저작권핵심기업액티브,EF
016710,KR7016710006,대성홀딩스,ST
016740,KR7016740003,두올,ST
0167A0,KR70167A0001,SOL AI반도체TOP2플러스,EF
0167B0,KR70167B0000,SOL 200타겟위클리커버드콜,EF
0167Z0,KR70167Z0002,KODEX 미국우주항공,EF
016800,KR7016800005,퍼시스,ST
016880,KR7016880007,웅진,ST
0168K0,KR70168K0008,TIGER 기술이전바이오액티브,EF
017040,KR7017040007,광명전기,ST
017180,KR7017180001,명문제약,ST
0172V0,KR70172V0009,1Q 은액티브,EF
0172Y0,KR70172Y0006,ACE K수출핵심TOP10산업액티브,EF
017370,KR7017370008,우신시스템,ST
017390,KR7017390006,서울가스,ST
0173Y0,KR70173Y0005,KODEX 미국AI광통신네트워크,EF
0174B0,KR70174B0001,KoAct 글로벌AI메모리반도체액티브,EF
0174J0,KR70174J0003,DAISHIN343 오피스리츠플러스,EF
0174R0,KR70174R0003,KIWOOM 미국성장다우존스,EF
017550,KR7017550005,수산세보틱스,ST
017670,KR7017670001,SK텔레콤,ST
0176E0,KR70176E0006,RISE 미국AI전력인프라액티브,EF
0176P0,KR70176P0003,FOCUS AI반도체위클리고정커버드콜,EF
0177A0,KR70177A0009,WON 두산그룹포커스,EF
0177N0,KR70177N0004,KODEX 삼성전자SK하이닉스채권혼합50,EF
0177R0,KR70177R0000,TIGER 반도체TOP10커버드콜액티브,EF
0177X0,KR70177X0002,ACE K휴머노이드로봇산업TOP2+,EF
017800,KR7017800004,현대엘리베이터,ST
017810,KR7017810003,풀무원,ST
017860,KR7017860008,DS단석,ST
0178H0,KR70178H0001,IBK 미국AI TOP10국채혼합50,EF
017900,KR7017900002,광전자,ST
017940,KR7017940008,E1,ST
017960,KR7017960006,한국카본,ST
0180V0,KR70180V0009,ACE 미국우주테크액티브,EF
0181B0,KR70181B0002,HANARO 미국AI메모리반도체TOP4+,EF
0181L0,KR70181L0000,SOL 미국우주항공TOP10,EF
018250,KR7018250001,애경산업,ST
018260,KR7018260000,삼성에스디에스,ST
0182R0,KR70182R0003,1Q K반도체TOP2+,EF
0182S0,KR70182S0002,1Q K반도체TOP2채권혼합50,EF
0183J0,KR70183J0002,TIGER 미국우주테크,EF
0183V0,KR70183V0006,KIWOOM 삼성전자&SK하이닉스채권혼합50,EF
018470,KR7018470005,조일알미늄,ST
0184E0,KR70184E0006,1Q 200채권혼합50액티브,EF
0184L0,KR70184L0007,PLUS 중기종합채권(A-이상)액티브,EF
0184N0,KR70184N0005,PLUS 은채권혼합,EF
0184V0,KR70184V0005,UNICORN K바이오액티브,EF
018500,KR7018500009,동원금속,ST
0185L0,KR70185L0006,TIME 글로벌휴머노이드로봇산업액티브,EF
018670,KR7018670000,SK가스,ST
0186L0,KR70186L0005,KoAct 미국로봇피지컬AI액티브,EF
0186S0,KR70186S0008,1Q 코스닥150채권혼합50액티브,EF
018880,KR7018880005,한온시스템,ST
0189B0,KR70189B0004,TIGER 은액티브,EF
0189Z0,KR70189Z0006,DAISHIN343 금융&지주고배당,EF
0190C0,KR70190C0000,RISE 현대차고정피지컬AI,EF
0190G0,KR70190G0006,KODEX 반도체타겟위클리커버드콜,EF
0190M0,KR70190M0008,KIWOOM 미국AI테크하이베타,EF
0190Y0,KR70190Y0004,TIGER 구글밸류체인,EF
019170,KR7019170000,신풍제약,ST
019175,KR7019171008,신풍제약우,ST
019180,KR7019180009,티에이치엔,ST
0191B0,KR70191B0000,MIDAS 코스닥액티브,EF
0191M0,KR70191M0007,마이티 5월만기자동연장특수채(AAA)액티브,EF
0191S0,KR70191S0001,IBK 코스닥150,EF
0191W0,KR70191W0005,HANARO 중기종합채권(A-이상)액티브,EF
0192L0,KR70192L0007,RISE SK하이닉스단일종목레버리지,EF
0192M0,KR70192M0006,RISE 삼성전자단일종목레버리지,EF
0192S0,KR70192S0000,SOL 코스피200채권혼합50,EF
0192T0,KR70192T0009,SOL 코스닥TOP10,EF
0192Z0,KR70192Z0001,TIGER 중기종합채권(A-이상)액티브,EF
0193G0,KR70193G0003,KoAct 코스피액티브,EF
0193K0,KR70193K0007,PLUS 삼성전자단일종목레버리지,EF
0193L0,KR70193L0006,PLUS 삼성전자선물단일종목인버스2X,EF
0193M0,KR70193M0005,BNK 27-12 특수채(AAA이상)액티브,EF
0193T0,KR70193T0008,KODEX SK하이닉스단일종목레버리지,EF
0193W0,KR70193W0003,KODEX 삼성전자단일종목레버리지,EF
019490,KR7019490002,엑시큐어하이트론,ST
0194M0,KR70194M0004,ACE 삼성전자단일종목레버리지,EF
0194N0,KR70194N0003,KIWOOM 삼성전자선물단일종목레버리지,EF
0194R0,KR70194R0009,KIWOOM SK하이닉스선물단일종목레버리지,EF
0194T0,KR70194T0007,ACE SK하이닉스단일종목레버리지,EF
0195R0,KR70195R0008,TIGER 삼성전자단일종목레버리지,EF
0195S0,KR70195S0007,TIGER SK하이닉스단일종목레버리지,EF
019680,KR7019680008,대교,ST
019685,KR7019681006,대교우B,ST
0197W0,KR70197W0009,SOL SK하이닉스단일종목레버리지,EF
0197X0,KR70197X0008,SOL SK하이닉스선물단일종목인버스2X,EF
0198A0,KR70198A0004,KIWOOM 코스닥150커버드콜액티브,EF
0198B0,KR70198B0003,1Q 삼성전자선물단일종목레버리지,EF
0198D0,KR70198D0001,1Q SK하이닉스선물단일종목레버리지,EF
0199C0,KR70199C0001,ACE 고배당주Plus커버드콜액티브,EF
020000,KR7020000006,한섬,ST
020120,KR7020120002,키다리스튜디오,ST
020150,KR7020150009,롯데에너지머티리얼즈,ST
0203D0,KR70203D0004,PLUS 200위클리커버드콜채권혼합,EF
0203R0,KR70203R0008,WON 중단기종합채권(A-이상)액티브,EF
0203S0,KR70203S0007,WON 삼성전자현대차채권혼합50,EF
0204D0,KR70204D0003,KODEX 현대차로보틱스밸류체인TOP3플러스,EF
0204S0,KR70204S0006,TIGER 코스닥액티브,EF
020560,KR7020560009,아시아나항공,ST
0206G0,KR70206G0008,1Q 현대차기아채권혼합50,EF
020760,KR7020760005,일진디스플,ST
0207G0,KR70207G0007,SOL 우주항공밸류체인,EF
0207Z0,KR70207Z0004,KIWOOM 미국우주데이터센터인프라,EF
0208N0,KR70208N0007,IBK 코스피액티브,EF
0209D0,KR70209D0008,KODEX 전고체배터리ESS TOP2플러스,EF
0209Z0,KR70209Z0002,ACE 코리아AI전력TOP10,EF
021050,KR7021050000,서원,ST
0210A0,KR70210A0008,ACE K반도체TOP2+,EF
0210E0,KR70210E0004,PLUS 200커버드콜액티브,EF
021240,KR7021240007,코웨이,ST
021820,KR7021820006,세원정공,ST
022100,KR7022100002,포스코DX,ST
023000,KR7023000003,삼원강재,ST
023150,KR7023150006,MH에탄올,ST
023350,KR7023350002,한국종합기술,ST
023450,KR7023450000,동남합성,ST
023530,KR7023530009,롯데쇼핑,ST
023590,KR7023590003,다우기술,ST
023800,KR7023800006,인지컨트롤스,ST
023810,KR7023810005,인팩,ST
023960,KR7023960008,에쓰씨엔지니어링,ST
024070,KR7024070005,WISCOM,ST
024090,KR7024090003,디씨엠,ST
024110,KR7024110009,기업은행,ST
024720,KR7024720005,콜마홀딩스,ST
024890,KR7024890006,대원화성,ST
024900,KR7024900003,디와이덕양,ST
025000,KR7025000001,KPX케미칼,ST
025530,KR7025530007,SJM홀딩스,ST
025540,KR7025540006,한국단자,ST
025560,KR7025560004,미래산업,ST
025620,KR7025620006,차AI헬스케어,ST
025750,KR7025750001,한솔홈데코,ST
025820,KR7025820002,이구산업,ST
025860,KR7025860008,남해화학,ST
025890,KR7025890005,한국주강,ST
026890,KR7026890004,스틱인베스트먼트,ST
026940,KR7026940007,부국철강,ST
026960,KR7026960005,동서,ST
027410,KR7027410000,BGF,ST
027740,KR7027740000,마니커,ST
027970,KR7027970003,한국제지,ST
028050,KR7028050003,삼성E&A,ST
028100,KR7028100006,동아지질,ST
028260,KR7028260008,삼성물산,ST
02826K,KR702826K016,삼성물산우B,ST
028670,KR7028670008,팬오션,ST
029460,KR7029460003,케이씨,ST
029530,KR7029530003,신도리코,ST
029780,KR7029780004,삼성카드,ST
030000,KR7030000004,제일기획,ST
030190,KR7030190003,NICE평가정보,ST
030200,KR7030200000,KT,ST
030210,KR7030210009,다올투자증권,ST
030610,KR7030610000,교보증권,ST
030720,KR7030720007,동원수산,ST
031210,KR7031210008,서울보증보험,ST
031430,KR7031430002,신세계인터내셔날,ST
031440,KR7031440001,신세계푸드,ST
031820,KR7031820004,아이티센씨티에스,ST
032350,KR7032350001,롯데관광개발,ST
032560,KR7032560005,황금에스티,ST
032640,KR7032640005,LG유플러스,ST
032830,KR7032830002,삼성생명,ST
033240,KR7033240003,자화전자,ST
033250,KR7033250002,체시스,ST
033270,KR7033270000,유나이티드제약,ST
033530,KR7033530007,SJG세종,ST
033780,KR7033780008,KT&G,ST
033920,KR7033920000,무학,ST
034020,KR7034020008,두산에너빌리티,ST
034120,KR7034120006,SBS,ST
034220,KR7034220004,LG디스플레이,ST
034230,KR7034230003,파라다이스,ST
034310,KR7034310003,NICE,ST
034590,KR7034590000,인천도시가스,ST
034730,KR7034730002,SK,ST
03473K,KR703473K016,SK우,ST
034830,KR7034830000,한국토지신탁,ST
035000,KR7035000009,HS애드,ST
035150,KR7035150002,백산,ST
035250,KR7035250000,강원랜드,ST
035420,KR7035420009,NAVER,ST
035510,KR7035510007,신세계 I&C,ST
035720,KR7035720002,카카오,ST
036420,KR7036420008,콘텐트리중앙,ST
036460,KR7036460004,한국가스공사,ST
036530,KR7036530004,SNT홀딩스,ST
036570,KR7036570000,NC,ST
036580,KR7036580009,팜스코,ST
037270,KR7037270006,YG PLUS,ST
037560,KR7037560000,LG헬로비전,ST
037710,KR7037710001,광주신세계,ST
039130,KR7039130000,하나투어,ST
039490,KR7039490008,키움증권,ST
039570,KR7039570007,HDC랩스,ST
041650,KR7041650003,상신브레이크,ST
042660,KR7042660001,한화오션,ST
042700,KR7042700005,한미반도체,ST
044380,KR7044380004,주연테크,ST
044450,KR7044450005,KSS해운,ST
044820,KR7044820009,코스맥스비티아이,ST
047040,KR7047040001,대우건설,ST
047050,KR7047050000,포스코인터내셔널,ST
047400,KR7047400007,유니온머티리얼,ST
047810,KR7047810007,한국항공우주,ST
049800,KR7049800006,우진플라임,ST
051600,KR7051600005,한전KPS,ST
051630,KR7051630002,진양화학,ST
051900,KR7051900009,LG생활건강,ST
051905,KR7051901007,LG생활건강우,ST
051910,KR7051910008,LG화학,ST
051915,KR7051911006,LG화학우,ST
052690,KR7052690005,한전기술,ST
053210,KR7053210001,스카이라이프,ST
053690,KR7053690004,한미글로벌,ST
055490,KR7055490007,테이팩스,ST
055550,KR7055550008,신한지주,ST
057050,KR7057050007,현대홈쇼핑,ST
058430,KR7058430000,포스코스틸리온,ST
058650,KR7058650003,세아홀딩스,ST
058730,KR7058730003,다스코,ST
058850,KR7058850009,KTcs,ST
058860,KR7058860008,KTis,ST
060980,KR7060980000,HL홀딩스,ST
062040,KR7062040001,산일전기,ST
063160,KR7063160006,종근당바이오,ST
064350,KR7064350002,현대로템,ST
064400,KR7064400005,LG씨엔에스,ST
064960,KR7064960008,SNT모티브,ST
066570,KR7066570003,LG전자,ST
066575,KR7066571001,LG전자우,ST
066970,KR7066970005,엘앤에프,ST
067830,KR7067830000,세이브존I&C,ST
068270,KR7068270008,셀트리온,ST
068290,KR7068290006,삼성출판사,ST
069260,KR7069260008,TKG휴켐스,ST
069460,KR7069460004,대호에이엘,ST
069500,KR7069500007,KODEX 200,EF
069620,KR7069620003,대웅제약,ST
069640,KR7069640001,한세엠케이,ST
069660,KR7069660009,KIWOOM 200,EF
069730,KR7069730000,DSR제강,ST
069960,KR7069960003,현대백화점,ST
070960,KR7070960000,모나용평,ST
071050,KR7071050009,한국금융지주,ST
071055,KR7071051007,한국금융지주우,ST
071090,KR7071090005,하이스틸,ST
071320,KR7071320006,지역난방공사,ST
071840,KR7071840003,롯데하이마트,ST
071950,KR7071950000,코아스,ST
071970,KR7071970008,HD현대마린엔진,ST
072130,KR7072130008,유엔젤,ST
072710,KR7072710007,농심홀딩스,ST
073240,KR7073240004,금호타이어,ST
074610,KR7074610007,이엔플러스,ST
075180,KR7075180000,새론오토모티브,ST
075580,KR7075580001,세진중공업,ST
077500,KR7077500007,유니퀘스트,ST
077970,KR7077970002,STX엔진,ST
078000,KR7078000007,텔코웨어,ST
078520,KR7078520004,에이블씨엔씨,ST
078930,KR7078930005,GS,ST
078935,KR7078931003,GS우,ST
079160,KR7079160008,CJ CGV,ST
079430,KR7079430005,현대리바트,ST
079550,KR7079550000,LIG디펜스앤에어로스페이스,ST
079900,KR7079900007,전진건설로봇,ST
079980,KR7079980009,휴비스,ST
081000,KR7081000002,일진다이아,ST
081660,KR7081660003,미스토홀딩스,ST
082640,KR7082640004,동양생명,ST
082740,KR7082740002,한화엔진,ST
083420,KR7083420000,그린케미칼,ST
084010,KR7084010008,대한제강,ST
084670,KR7084670009,동양고속,ST
084680,KR7084680008,이월드,ST
084690,KR7084690007,대상홀딩스,ST
084695,KR7084691005,대상홀딩스우,ST
084870,KR7084870005,TBH글로벌,ST
085310,KR7085310001,엔케이,ST
085620,KR7085620003,미래에셋생명,ST
086280,KR7086280005,현대글로비스,ST
086790,KR7086790003,하나금융지주,ST
088260,KR7088260005,이리츠코크렙,RT
088350,KR7088350004,한화생명,ST
088790,KR7088790001,진도,ST
088980,KR7088980008,맥쿼리인프라,IF
089470,KR7089470009,HDC현대EP,ST
089590,KR7089590004,제주항공,ST
089860,KR7089860001,롯데렌탈,ST
090080,KR7090080003,평화산업,ST
090350,KR7090350000,노루페인트,ST
090355,KR7090351008,노루페인트우,ST
090370,KR7090370008,메타랩스,ST
090430,KR7090430000,아모레퍼시픽,ST
090435,KR7090431008,아모레퍼시픽우,ST
090460,KR7090460007,비에이치,ST
091160,KR7091160002,KODEX 반도체,EF
091170,KR7091170001,KODEX 은행,EF
091180,KR7091180000,KODEX 자동차,EF
091220,KR7091220004,TIGER 은행,EF
091230,KR7091230003,TIGER 반도체,EF
091810,KR7091810002,트리니티항공,ST
092200,KR7092200005,디아이씨,ST
092220,KR7092220003,KEC,ST
092230,KR7092230002,KPX홀딩스,ST
092440,KR7092440007,기신정기,ST
092780,KR7092780006,DYP,ST
092790,KR7092790005,넥스틸,ST
093050,KR7093050003,LF,ST
093240,KR7093240000,형지엘리트,ST
093370,KR7093370005,후성,ST
094280,KR7094280005,효성ITX,ST
094800,KR7094800000,맵스리얼티,MF
095570,KR7095570008,AJ네트웍스,ST
095720,KR7095720009,웅진씽크빅,ST
096760,KR7096760004,JW홀딩스,ST
096770,KR7096770003,SK이노베이션,ST
096775,KR7096771001,SK이노베이션우,ST
097230,KR7097230007,HJ중공업,ST
097520,KR7097520001,엠씨넥스,ST
097950,KR7097950000,CJ제일제당,ST
097955,KR7097951008,CJ제일제당 우,ST
099140,KR7099140006,KODEX 차이나H,EF
100090,KR7100090000,SK오션플랜트,ST
100220,KR7100220003,비상교육,ST
100250,KR7100250000,진양홀딩스,ST
100840,KR7100840008,SNT에너지,ST
100910,KR7100910009,KIWOOM KRX100,EF
101140,KR7101140002,인바이오젠,ST
101280,KR7101280006,KODEX 일본TOPIX100,EF
101530,KR7101530004,해태제과식품,ST
102110,KR7102110004,TIGER 200,EF
102260,KR7102260007,동성케미컬,ST
102460,KR7102460003,이연제약,ST
102780,KR7102780004,KODEX 삼성그룹,EF
102960,KR7102960002,KODEX 기계장비,EF
102970,KR7102970001,KODEX 증권,EF
103140,KR7103140000,풍산,ST
103590,KR7103590006,일진전기,ST
104520,KR7104520002,KIWOOM 블루칩,EF
104530,KR7104530001,KIWOOM 코리아고배당,EF
104700,KR7104700000,한국철강,ST
105010,KR7105010003,TIGER 라틴35,EF
105190,KR7105190003,ACE 200,EF
105560,KR7105560007,KB금융,ST
105630,KR7105630008,한세실업,ST
105780,KR7105780001,RISE 5대그룹주,EF
105840,KR7105840003,우진,ST
107590,KR7107590002,미원홀딩스,ST
108320,KR7108320003,LX세미콘,ST
108450,KR7108450008,ACE 삼성그룹섹터가중,EF
108590,KR7108590001,TREX 200,EF
108670,KR7108670001,LX하우시스,ST
108675,KR7108671009,LX하우시스우,ST
109070,KR7109070003,주성코퍼레이션,ST
111110,KR7111110003,호전실업,ST
111380,KR7111380002,동인기연,ST
111770,KR7111770004,영원무역,ST
112610,KR7112610001,씨에스윈드,ST
114090,KR7114090004,GKL,ST
114100,KR7114100001,RISE 국고채3년,EF
114260,KR7114260003,KODEX 국고채3년,EF
114460,KR7114460009,ACE 국고채3년,EF
114470,KR7114470008,KIWOOM 국고채3년,EF
114800,KR7114800006,KODEX 인버스,EF
114820,KR7114820004,TIGER 국채3년,EF
117460,KR7117460006,KODEX 에너지화학,EF
117580,KR7117580001,대성에너지,ST
117680,KR7117680009,KODEX 철강,EF
117690,KR7117690008,TIGER 차이나항셍30,EF
117700,KR7117700005,KODEX 건설,EF
118000,KR7118000009,메타케어,ST
119650,KR7119650000,KC코트렐,ST
120030,KR7120030002,조선선재,ST
120110,KR7120110002,코오롱인더,ST
120115,KR7120111000,코오롱인더우,ST
122090,KR7122090004,PLUS 코스피50,EF
122260,KR7122260003,KIWOOM 통안채1년,EF
122630,KR7122630007,KODEX 레버리지,EF
122900,KR7122900004,아이마켓코리아,ST
123310,KR7123310005,TIGER 인버스,EF
123320,KR7123320004,TIGER 레버리지,EF
123690,KR7123690000,한국화장품,ST
123700,KR7123700007,SJM,ST
123890,KR7123890006,한국자산신탁,ST
126560,KR7126560002,현대퓨처넷,ST
126720,KR7126720002,수산인더스트리,ST
128820,KR7128820008,대성산업,ST
128940,KR7128940004,한미약품,ST
129260,KR7129260006,인터지스,ST
130660,KR7130660004,한전산업,ST
130680,KR7130680002,TIGER 원유선물Enhanced(H),EF
130730,KR7130730005,KIWOOM 단기자금,EF
131890,KR7131890006,ACE 삼성그룹동일가중,EF
132030,KR7132030008,KODEX 골드선물(H),EF
133690,KR7133690008,TIGER 미국나스닥100,EF
133820,KR7133820001,화인베스틸,ST
134380,KR7134380005,미원화학,ST
134790,KR7134790005,시디즈,ST
136340,KR7136340007,RISE 중기우량회사채,EF
136490,KR7136490000,선진,ST
137310,KR7137310009,에스디바이오센서,ST
137610,KR7137610002,TIGER 농산물선물Enhanced(H),EF
138040,KR7138040001,메리츠금융지주,ST
138230,KR7138230008,KIWOOM 미국달러선물,EF
138520,KR7138520002,TIGER 삼성그룹,EF
138530,KR7138530001,TIGER LG그룹플러스,EF
138540,KR7138540000,TIGER 현대차그룹플러스,EF
138910,KR7138910005,KODEX 구리선물(H),EF
138920,KR7138920004,KODEX 콩선물(H),EF
138930,KR7138930003,BNK금융지주,ST
139130,KR7139130009,iM금융지주,ST
139220,KR7139220008,TIGER 200 건설,EF
