code,name,group_code,market
270870,뉴트리,ST,Q
271050,KODEX WTI원유선물인버스(H),EF,K
271060,KODEX 3대농산물선물(H),EF,K
271560,오리온,ST,K
271830,팸텍,ST,Q
271940,일진하이솔루스,ST,K
271980,제일약품,ST,K
272110,케이엔제이,ST,Q
272210,한화시스템,ST,K
272290,이녹스첨단소재,ST,Q
272450,진에어,ST,K
272550,삼양패키징,ST,K
272560,RISE 단기국공채액티브,EF,K
272570,RISE 중장기국공채액티브,EF,K
272580,TIGER 단기채권액티브,EF,K
272910,ACE 중장기국공채액티브,EF,K
273060,와이즈버즈,ST,Q
273130,KODEX 종합채권(AA-이상)액티브,EF,K
273140,KODEX 단기변동금리부채권액티브,EF,K
273640,와이엠텍,ST,Q
274090,켄코아에어로스페이스,ST,Q
274400,이노시뮬레이션,ST,Q
275280,KODEX 모멘텀주,EF,K
275290,KODEX 가치주,EF,K
275300,KODEX 우량주,EF,K
275630,에스에스알,ST,Q
275750,RISE 코스닥150선물인버스,EF,K
275980,TIGER 글로벌4차산업혁신기술(합성 H),EF,K
276000,TIGER 글로벌자원생산기업(합성 H),EF,K
276040,스코넥,ST,Q
276650,RISE 글로벌테크놀로지(합성 H),EF,K
276730,한울앤제주,ST,Q
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),EF,K
276990,KODEX 글로벌로봇(합성),EF,K
277070,린드먼아시아,ST,Q
277410,인산가,ST,Q
277540,ACE 아시아TOP50,EF,K
277630,TIGER 코스피,EF,K
277640,TIGER 코스피대형주,EF,K
277650,TIGER 코스피중형주,EF,K
277810,레인보우로보틱스,ST,Q
277880,티에스아이,ST,Q
278240,RISE 코스닥150선물레버리지,EF,K
278280,천보,ST,Q
278470,에이피알,ST,K
278530,KODEX 200TR,EF,K
278540,KODEX MSCI Korea TR,EF,K
278620,PLUS 단기채권액티브,EF,K
278650,HLB바이오스텝,ST,Q
279530,KODEX 고배당주,EF,K
279540,KODEX 최소변동성,EF,K
279570,케이뱅크,ST,K
279600,미디어젠,ST,Q
280320,ACE 미국IT인터넷(합성 H),EF,K
280360,롯데웰푸드,ST,K
280920,PLUS 주도업종,EF,K
280930,KODEX 미국러셀2000(H),EF,K
280940,KODEX 골드선물인버스(H),EF,K
281740,레이크머티리얼즈,ST,Q
281820,케이씨텍,ST,K
281990,RISE 중소형고배당,EF,K
282000,RISE 국고채3년선물인버스,EF,K
282330,BGF리테일,ST,K
282720,금양그린파워,ST,Q
282880,코윈테크,ST,Q
283580,KODEX 차이나CSI300,EF,K
284430,KODEX 200미국채혼합50,EF,K
284620,카이노스메드,ST,Q
284740,쿠쿠홈시스,ST,K
284980,RISE 200금융,EF,K
285130,SK케미칼,ST,K
285490,노바텍,ST,Q
285690,FOCUS ESG리더스,EF,K
285800,진영,ST,Q
286750,나노실리칸첨단소재,ST,Q
286940,롯데이노베이트,ST,K
287180,PLUS 미국나스닥테크,EF,K
287840,인투셀,ST,Q
288180,케이피항공산업,ST,Q
288330,파라택시스코리아,ST,Q
288620,에스프리즘,ST,Q
288980,모아데이타,ST,Q
289010,아이스크림에듀,ST,Q
289040,KODEX MSCI KOREA ESG유니버설,EF,K
289080,SV인베스트먼트,ST,Q
289220,자이언트스텝,ST,Q
289250,TIGER MSCI KOREA ESG유니버설,EF,K
289260,TIGER MSCI KOREA ESG리더스,EF,K
289480,TIGER 200커버드콜,EF,K
289670,PLUS 국채선물10년,EF,K
289930,웨이비스,ST,Q
290080,RISE 200고배당커버드콜ATM,EF,K
290090,트윔,ST,Q
290120,DH오토리드,ST,Q
290130,RISE ESG사회책임투자,EF,K
290270,휴네시온,ST,Q
290520,신도기연,ST,Q
290550,디케이티,ST,Q
290560,파라택시스이더리움,ST,Q
290650,엘앤씨바이오,ST,Q
290660,다이나믹솔루션,ST,Q
290670,대보마그네틱,ST,Q
290690,소룩스,ST,Q
290720,푸드나무,ST,Q
290740,액트로,ST,Q
291130,ACE MSCI멕시코(합성),EF,K
291230,엔피,ST,Q
291620,KIWOOM 코스닥150선물인버스,EF,K
291630,KIWOOM 코스닥150선물레버리지,EF,K
291650,압타머사이언스,ST,Q
291680,RISE 차이나H선물인버스(H),EF,K
291810,핀텔,ST,Q
291890,KODEX MSCI EM선물(H),EF,K
292050,RISE KRX300,EF,K
292150,TIGER 코리아TOP10,EF,K
292160,TIGER KRX300,EF,K
292190,KODEX KRX300,EF,K
292500,SOL KRX300,EF,K
292560,TIGER 일본엔선물,EF,K
292770,KODEX 국채선물3년인버스,EF,K
293180,HANARO 200,EF,K
293480,하나제약,ST,K
293490,카카오게임즈,ST,Q
293580,나우IB,ST,Q
293780,압타바이오,ST,Q
293940,신한알파리츠,RT,K
294090,이오플로우,ST,Q
294140,레몬,ST,Q
294400,KIWOOM 200TR,EF,K
294570,쿠콘,ST,Q
294630,서남,ST,Q
294870,IPARK현대산업개발,ST,K
295000,RISE 국채선물10년,EF,K
295020,RISE 국채선물10년인버스,EF,K
295040,SOL 200TR,EF,K
295310,에이치브이엠,ST,Q
296640,이노에이엑스,ST,Q
297090,씨에스베어링,ST,Q
297570,아틀라스링크,ST,Q
297890,HB솔루션,ST,Q
298000,효성화학,ST,K
298020,효성티앤씨,ST,K
298040,효성중공업,ST,K
298050,HS효성첨단소재,ST,K
298060,풍전약품,ST,Q
298340,PLUS 국채선물3년,EF,K
298380,에이비엘바이오,ST,Q
298540,더네이쳐홀딩스,ST,Q
298690,에어부산,ST,K
298770,KODEX 한국대만IT프리미어,EF,K
298830,슈어소프트테크,ST,Q
299030,하나기술,ST,Q
299170,더블유에스아이,ST,Q
299660,셀리드,ST,Q
299900,위지윅스튜디오,ST,Q
300080,플리토,ST,Q
300120,라온피플,ST,Q
300610,TIGER K게임,EF,K
300640,RISE 게임테마,EF,K
300720,한일시멘트,ST,K
300950,KODEX 게임산업,EF,K
301300,바이브컴퍼니,ST,Q
301400,PLUS 코스닥150,EF,K
302190,TIGER 중장기국채,EF,K
302430,이노메트리,ST,Q
302440,SK바이오사이언스,ST,K
302450,RISE 코스피,EF,K
302550,리메드,ST,Q
303030,지니틱스,ST,Q
303360,프로티아,ST,Q
303530,이노뎁,ST,Q
303810,동국생명과학,ST,Q
304100,솔트룩스,ST,Q
304360,에스바이오메딕스,ST,Q
304660,KODEX 미국30년국채울트라선물(H),EF,K
304670,KODEX 미국30년국채울트라선물인버스(H),EF,K
304760,HANARO KRX300,EF,K
304770,HANARO 코스닥150,EF,K
304780,HANARO 200선물레버리지,EF,K
304840,피플바이오,ST,Q
304940,KODEX 미국나스닥100선물(H),EF,K
305050,ACE 코스피,EF,K
305080,TIGER 미국채10년선물,EF,K
305090,마이크로디지탈,ST,Q
305540,TIGER 2차전지테마,EF,K
305720,KODEX 2차전지산업,EF,K
306040,에스제이그룹,ST,Q
306200,세아제강,ST,K
306520,HANARO 200선물인버스,EF,K
306530,HANARO 코스닥150선물레버리지,EF,K
306620,지아이에스,ST,Q
306950,KODEX KRX300레버리지,EF,K
307180,아이엘,ST,Q
307280,원바이오젠,ST,Q
307510,TIGER 의료기기,EF,K
307520,TIGER 지주회사,EF,K
307750,국전,ST,Q
307870,비투엔,ST,Q
307930,컴퍼니케이,ST,Q
307950,현대오토에버,ST,K
308080,바이젠셀,ST,Q
308100,형지글로벌,ST,Q
308170,씨티알모빌리티,ST,K
308430,셀비온,ST,Q
308620,KODEX 미국10년국채선물,EF,K
309230,ACE 미국WideMoat동일가중,EF,K
309710,아이티켐,ST,Q
309930,조이웍스앤코,ST,Q
309960,LB인베스트먼트,ST,Q
310080,RISE 중국MSCI China(H),EF,K
310200,애니플러스,ST,Q
310210,보로노이,ST,Q
310870,디와이씨,ST,Q
310960,TIGER 200TR,EF,K
310970,TIGER MSCI Korea TR,EF,K
311320,지오엘리먼트,ST,Q
311390,네오크레마,ST,Q
311690,CJ 바이오사이언스,ST,Q
312610,에이에프더블류,ST,Q
313760,캐리,ST,Q
314130,지놈앤컴퍼니,ST,Q
314140,알피바이오,ST,Q
314250,KODEX 미국빅테크10(H),EF,K
314700,HANARO 농업융복합산업,EF,K
314930,바이오다인,ST,Q
315270,TIGER 200커뮤니케이션서비스,EF,K
315640,딥노이드,ST,Q
315930,KODEX Top5PlusTR,EF,K
315960,RISE 대형고배당10TR,EF,K
316140,우리금융지주,ST,K
316300,ACE 싱가포르리츠,EF,K
316670,KIWOOM 코스닥150,EF,K
317120,라닉스,ST,Q
317240,TS트릴리온,ST,Q
317330,덕산테코피아,ST,Q
317400,자이에스앤디,ST,K
317450,명인제약,ST,K
317530,에피소드컴퍼니,ST,Q
317690,퀀타매트릭스,ST,Q
317770,엑스페릭스,ST,Q
317830,에스피시스템스,ST,Q
317850,대모,ST,Q
317870,엔바이오니아,ST,Q
318000,KBG,ST,Q
318010,팜스빌,ST,Q
318020,포인트모바일,ST,Q
318060,그래피,ST,Q
318160,셀바이오휴먼텍,ST,Q
318410,비비씨,ST,Q
319400,현대무벡스,ST,Q
319640,TIGER 골드선물(H),EF,K
319660,피에스케이,ST,Q
320000,한울반도체,ST,Q
321260,프로이천,ST,Q
321370,센서뷰,ST,Q
321410,KODEX 멀티에셋하이인컴(H),EF,K
321550,티움바이오,ST,Q
321820,아티스트컴퍼니,ST,Q
322000,HD현대에너지솔루션,ST,K
322180,LS티라유텍,ST,Q
322310,오로스테크놀로지,ST,Q
322400,HANARO e커머스,EF,K
322410,HANARO K고배당,EF,K
322510,제이엘케이,ST,Q
322780,코퍼스코리아,ST,Q
323280,태성,ST,Q
323350,다원넥스뷰,ST,Q
323410,카카오뱅크,ST,K
323990,박셀바이오,ST,Q
325010,KODEX 성장주,EF,K
325020,KODEX 배당가치,EF,K
326030,SK바이오팜,ST,K
326230,RISE 내수주플러스,EF,K
326240,RISE IT플러스,EF,K
327260,RF머트리얼즈,ST,Q
328130,루닛,ST,Q
328370,PLUS 코스피TR,EF,K
328380,솔트웨어,ST,Q
329180,HD현대중공업,ST,K
329200,TIGER 리츠부동산인프라,EF,K
329650,KODEX TRF3070,EF,K
329660,KODEX TRF5050,EF,K
329670,KODEX TRF7030,EF,K
329750,TIGER 미국달러단기채권액티브,EF,K
330350,위더스제약,ST,Q
330590,롯데리츠,RT,K
330730,스톤브릿지벤처스,ST,Q
330860,네패스아크,ST,Q
331380,포커스에이아이,ST,Q
331520,밸로프,ST,Q
331740,아우토크립트,ST,Q
331920,셀레믹스,ST,Q
332290,누보,ST,Q
332370,아이디피,ST,Q
332500,ACE 200TR,EF,K
332570,PS일렉트로닉스,ST,Q
332610,PLUS 미국단기회사채(AAA~A),EF,K
332620,PLUS 미국장기우량회사채,EF,K
332930,HANARO 200TR,EF,K
332940,HANARO MSCI Korea TR,EF,K
333050,이노테나,ST,Q
333430,일승,ST,Q
333620,엔시스,ST,Q
334690,RISE 팔라듐선물(H),EF,K
334700,RISE 팔라듐선물인버스(H),EF,K
334890,이지스밸류플러스리츠,RT,K
334970,프레스티지바이오로직스,ST,Q
335810,프리시젼바이오,ST,Q
335870,윙스풋,ST,Q
336060,웨이버스,ST,Q
336160,RISE 금융채액티브,EF,K
336260,두산퓨얼셀,ST,K
336370,솔루스첨단소재,ST,K
336570,원텍,ST,Q
336680,탑런토탈솔루션,ST,Q
337120,KODEX 멀티팩터,EF,K
337140,KODEX 코스피대형주,EF,K
337150,KODEX 200exTOP,EF,K
337160,KODEX 200ESG,EF,K
337930,젝시믹스,ST,Q
338100,NH프라임리츠,RT,K
338220,뷰노,ST,Q
338840,와이바이오로직스,ST,Q
339770,교촌에프앤비,ST,K
339950,아이비김영,ST,Q
340360,다보링크,ST,Q
340440,세림B&G,ST,Q
340450,지씨지놈,ST,Q
340570,티앤엘,ST,Q
340810,시선AI,ST,Q
340930,성원에너텍,ST,Q
341850,TIGER 리츠부동산인프라채권,EF,K
342870,오아,ST,Q
344820,KCC글라스,ST,K
344860,이노진,ST,Q
347000,센코,ST,Q
347700,스피어,ST,Q
347740,피엔케이피부임상연구센타,ST,Q
347770,핌스,ST,Q
347850,디앤디파마텍,ST,Q
347860,알체라,ST,Q
347890,엠엑스온,ST,Q
348030,모비릭스,ST,Q
348080,큐라티스,ST,Q
348150,고바이오랩,ST,Q
348210,넥스틴,ST,Q
348340,뉴로메카,ST,Q
348350,위드텍,ST,Q
348370,엔켐,ST,Q
348950,제이알글로벌리츠,RT,K
350520,이지스레지던스리츠,RT,K
351320,넥사다이내믹스,ST,Q
351330,이삭엔지니어링,ST,Q
351870,차이커뮤니케이션,ST,Q
352090,스톰테크,ST,Q
352480,씨앤씨인터내셔널,ST,Q
352540,KODEX 일본부동산리츠(H),EF,K
352560,KODEX 미국부동산리츠(H),EF,K
352700,씨앤투스,ST,Q
352770,셀레스트라,ST,Q
352820,하이브,ST,K
352910,오비고,ST,Q
352940,인바이오,ST,Q
353190,휴럼,ST,Q
353200,대덕전자,ST,K
353590,오토앤,ST,Q
353810,이지바이오,ST,Q
354200,엔젠바이오,ST,Q
354240,RISE 미국고정배당우선증권,EF,K
354320,알멕,ST,Q
354350,HANARO 글로벌럭셔리S&P(합성),EF,K
354500,ACE 코스닥150,EF,K
355150,코스텍시스,ST,Q
355390,크라우드웍스,ST,Q
355690,에이텀,ST,Q
356540,ACE 종합채권(AA-이상)액티브,EF,K
356680,엑스게이트,ST,Q
356860,티엘비,ST,Q
356890,싸이버원,ST,Q
357120,코람코라이프인프라리츠,RT,K
357230,에이치피오,ST,Q
357250,미래에셋맵스리츠,RT,K
357430,마스턴프리미어리츠,RT,K
357550,석경에이티,ST,Q
357580,아모센스,ST,Q
357780,솔브레인,ST,Q
357870,TIGER CD금리투자KIS(합성),EF,K
357880,SKAI,ST,Q
358570,지아이이노베이션,ST,Q
359090,씨엔알리서치,ST,Q
359210,KODEX 코스피TR,EF,K
360070,탑머티리얼,ST,Q
360140,KODEX 200롱코스닥150숏선물,EF,K
360150,KODEX 코스닥150롱코스피200숏선물,EF,K
360200,ACE 미국S&P500,EF,K
360350,코셈,ST,Q
360750,TIGER 미국S&P500,EF,K
361390,제노코,ST,Q
361570,알비더블유,ST,Q
361580,RISE 200TR,EF,K
361610,SK아이이테크놀로지,ST,K
361670,삼영에스앤씨,ST,Q
362320,청담글로벌,ST,Q
362990,드림인사이트,ST,Q
363250,진시스템,ST,Q
363260,모비데이즈,ST,Q
363280,티와이홀딩스,ST,K
363510,SOL KIS단기통안채,EF,K
363570,KODEX 장기종합채권(AA-이상)액티브,EF,K
363580,KODEX 200IT TR,EF,K
364690,KODEX 혁신기술테마액티브,EF,K
364950,에이아이코리아,ST,Q
364960,TIGER BBIG,EF,K
364970,TIGER 바이오TOP10,EF,K
364980,TIGER 2차전지TOP10,EF,K
364990,TIGER 게임TOP10,EF,K
365000,TIGER 인터넷TOP10,EF,K
365040,TIGER AI코리아그로스액티브,EF,K
365270,큐라클,ST,Q
365330,에스와이스틸텍,ST,Q
365340,성일하이텍,ST,Q
365550,ESR켄달스퀘어리츠,RT,K
365590,하이딥,ST,Q
365660,레몬헬스케어,ST,Q
365780,ACE 국고채10년,EF,K
365900,브이씨,ST,Q
366030,나인앤컴퍼니,ST,Q
367000,플래티어,ST,Q
367380,ACE 미국나스닥100,EF,K
367740,HANARO Fn5G산업,EF,K
367760,RISE 네트워크인프라,EF,K
367770,RISE 수소경제테마,EF,K
368190,HANARO Fn K-뉴딜디지털플러스,EF,K
368590,RISE 미국나스닥100,EF,K
368600,아이씨에이치,ST,Q
368680,KODEX K-뉴딜디지털플러스,EF,K
368770,파이버프로,ST,Q
368970,오에스피,ST,Q
369370,블리츠웨이엔터테인먼트,ST,Q
370090,퓨런티어,ST,Q
371150,RISE 차이나항셍테크,EF,K
371160,TIGER 차이나항셍테크,EF,K
371450,TIGER 글로벌클라우드컴퓨팅INDXX,EF,K
371460,TIGER 차이나전기차SOLACTIVE,EF,K
371470,TIGER 차이나바이오테크SOLACTIVE,EF,K
371870,ACE 차이나항셍테크,EF,K
371950,풍원정밀,ST,Q
372170,윤성에프앤씨,ST,Q
372320,큐로셀,ST,Q
372330,KODEX 차이나항셍테크,EF,K
372800,아이티아이즈,ST,Q
372910,한컴라이프케어,ST,K
373110,엑셀세라퓨틱스,ST,Q
373160,데이원컴퍼니,ST,Q
373170,엠아이큐브솔루션,ST,Q
373200,엑스플러스,ST,Q
373220,LG에너지솔루션,ST,K
373490,KODEX 코리아혁신성장액티브,EF,K
373790,KIWOOM 미국방어배당성장나스닥,EF,K
375270,RISE 글로벌데이터센터리츠(합성),EF,K
375500,DL이앤씨,ST,K
375760,HANARO 탄소효율그린뉴딜,EF,K
375770,KODEX 탄소효율그린뉴딜,EF,K
376180,피코그램,ST,Q
376270,HEM파마,ST,Q
376290,씨유테크,ST,Q
376300,디어유,ST,Q
376410,TIGER 탄소효율그린뉴딜,EF,K
376900,로킷헬스케어,ST,Q
376930,노을,ST,Q
376980,원티드랩,ST,Q
377030,비트맥스,ST,Q
377190,디앤디플랫폼리츠,RT,K
377220,프롬바이오,ST,Q
377300,카카오페이,ST,K
377330,이지트로닉스,ST,Q
377450,리파인,ST,Q
377460,큐에이드,ST,Q
377480,마음AI,ST,Q
377740,바이오노트,ST,K
377990,TIGER Fn신재생에너지,EF,K
378340,필에너지,ST,Q
378800,샤페론,ST,Q
378850,화승알앤에이,ST,K
379780,RISE 미국S&P500,EF,K
379790,RISE 유로스탁스50(H),EF,K
379800,KODEX 미국S&P500,EF,K
379810,KODEX 미국나스닥100,EF,K
380340,ACE 코리아AI테크핵심산업,EF,K
380540,옵티코어,ST,Q
380550,뉴로핏,ST,Q
381170,TIGER 미국테크TOP10 INDXX,EF,K
381180,TIGER 미국필라델피아반도체나스닥,EF,K
381560,HANARO Fn전기&수소차,EF,K
381570,HANARO Fn친환경에너지,EF,K
381620,제닉스로보틱스,ST,Q
381970,케이카,ST,K
382150,온코크로스,ST,Q
382480,지아이텍,ST,Q
382800,지앤비에스 에코,ST,Q
382840,원준,ST,Q
382900,범한퓨얼셀,ST,Q
383220,F&F,ST,K
383310,에코프로에이치엔,ST,Q
383800,LX홀딩스,ST,K
383930,디티앤씨알오,ST,Q
384470,코어라인소프트,ST,Q
385510,KODEX 신재생에너지액티브,EF,K
385520,KODEX 자율주행액티브,EF,K
385540,RISE 종합채권(A-이상)액티브,EF,K
385550,RISE 단기채권알파액티브,EF,K
385560,RISE KIS국고채30년Enhanced,EF,K
385590,ACE ESG액티브,EF,K
385600,ACE 2차전지&친환경차액티브,EF,K
385710,TIME K이노베이션액티브,EF,K
385720,TIME 코스피액티브,EF,K
387270,TIGER 글로벌이노베이션액티브,EF,K
387280,TIGER 퓨처모빌리티액티브,EF,K
387570,파인메딕스,ST,Q
388050,지투파워,ST,Q
388210,씨엠티엑스,ST,Q
388280,RISE K엔터&여행레저,EF,K
388420,RISE 비메모리반도체액티브,EF,K
388610,지에프씨생명과학,ST,Q
388720,유일로보틱스,ST,Q
388790,라이콤,ST,Q
388870,파로스아이바이오,ST,Q
389020,자람테크놀로지,ST,Q
389030,지니너스,ST,Q
389140,포바이포,ST,Q
389260,대명에너지,ST,Q
389470,인벤티지랩,ST,Q
389500,에스비비테크,ST,Q
389650,넥스트바이오메디컬,ST,Q
389680,유디엠텍,ST,Q
390390,KODEX 미국반도체,EF,K
390400,KODEX 미국스마트모빌리티S&P,EF,K
391600,ACE 미국친환경그린테마,EF,K
391670,HK 베스트일레븐액티브,EF,K
391710,코닉오토메이션,ST,Q
393210,토마토시스템,ST,Q
393890,더블유씨피,ST,Q
393970,대진첨단소재,ST,Q
394280,오픈엣지테크놀로지,ST,Q
394420,리센스메디컬,ST,Q
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,EF,K
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),EF,K
394800,쓰리빌리언,ST,Q
395150,KODEX 웹툰&드라마,EF,K
395160,KODEX AI반도체TOP2플러스,EF,K
395170,KODEX Top10동일가중,EF,K
395270,HANARO Fn K-반도체,EF,K
395280,HANARO Fn K-게임,EF,K
395290,HANARO Fn K-POP&미디어,EF,K
395400,SK리츠,RT,K
395750,PLUS ESG가치주액티브,EF,K
395760,PLUS ESG성장주액티브,EF,K
396270,넥스트칩,ST,Q
396300,세아메카닉스,ST,Q
396470,워트,ST,Q
396500,TIGER 반도체TOP10,EF,K
396510,TIGER 차이나클린에너지SOLACTIVE,EF,K
396520,TIGER 차이나반도체FACTSET,EF,K
396690,미래에셋글로벌리츠,RT,K
397030,에이프릴바이오,ST,Q
397420,RISE 국채선물5년추종,EF,K
397810,애드포러스,ST,Q
398120,에스지헬스케어,ST,Q
399110,SOL 미국S&P500ESG,EF,K
399580,RISE 글로벌클린에너지,EF,K
399720,가온칩스,ST,Q
400570,KODEX 유럽탄소배출권선물ICE(H),EF,K
400580,SOL 유럽탄소배출권선물S&P(H),EF,K
400590,SOL 글로벌탄소배출권선물ICE(합성),EF,K
400760,NH올원리츠,RT,K
400970,TIGER Fn메타버스,EF,K
401170,RISE 메타버스,EF,K
401470,KODEX 메타버스액티브,EF,K
401590,HANARO 글로벌탄소배출권선물ICE(합성),EF,K
402030,코난테크놀로지,ST,Q
402340,SK스퀘어,ST,K
402460,HANARO Fn K-메타버스MZ,EF,K
402490,그린리소스,ST,Q
402970,ACE 미국배당다우존스,EF,K
403490,우듬지팜,ST,Q
403550,쏘카,ST,K
403790,MIDAS 코스피액티브,EF,K
403850,더핑크퐁컴퍼니,ST,Q
403870,HPSP,ST,Q
404120,TIME K신재생에너지액티브,EF,K
404260,KODEX 기후변화솔루션,EF,K
404540,TIGER KRX기후변화솔루션,EF,K
404650,SOL KRX기후변화솔루션,EF,K
404990,신한서부티엔디리츠,RT,K
405000,플라즈맵,ST,Q
405100,큐알티,ST,Q
405920,나라셀라,ST,Q
406820,뷰티스킨,ST,Q
407300,HANARO Fn골프테마,EF,K
407310,HANARO 200 TOP10,EF,K
407400,꿈비,ST,Q
407820,에셋플러스 코리아플랫폼액티브,EF,K
407830,에셋플러스 글로벌플랫폼액티브,EF,K
408470,한패스,ST,Q
408900,스튜디오미르,ST,Q
408920,메쎄이상,ST,Q
409810,KODEX 미국나스닥100선물인버스(H),EF,K
409820,KODEX 미국나스닥100레버리지(합성 H),EF,K
410870,TIME K컬처액티브,EF,K
411060,ACE KRX금현물,EF,K
411080,샌즈랩,ST,Q
411420,KODEX 미국나스닥AI테크액티브,EF,K
411540,SOL 200 Top10,EF,K
411860,KIWOOM 독일DAX,EF,K
412350,레이저쎌,ST,Q
412540,제일엠앤에스,ST,Q
412560,TIGER BBIG레버리지,EF,K
412570,TIGER 2차전지TOP10레버리지,EF,K
412770,TIGER 글로벌AI플랫폼액티브,EF,K
413220,SOL 차이나태양광CSI(합성),EF,K
413390,엠오티,ST,Q
413630,씨피시스템,ST,Q
413640,비아이매트릭스,ST,Q
413930,WON AI ESG액티브,EF,K
414270,ACE 글로벌자율주행액티브,EF,K
414780,TIGER 차이나과창판STAR50(합성),EF,K
415340,KODEX 차이나과창판STAR50(합성),EF,K
415380,스튜디오삼익,ST,Q
415640,KB발해인프라,IF,K
415760,SOL 차이나육성산업액티브(합성),EF,K
415920,PLUS 글로벌희토류&전략자원생산기업,EF,K
416090,ACE 중국과창판STAR50,EF,K
416180,신성에스티,ST,Q
417010,나노팀,ST,Q
417180,핑거스토리,ST,Q
417200,LS머트리얼즈,ST,Q
417310,코람코더원리츠,RT,K
417450,RISE 글로벌수소경제,EF,K
417500,제이아이테크,ST,Q
417630,TIGER KEDI혁신기업ESG30,EF,K
417790,트루엔,ST,Q
417840,저스템,ST,Q
417860,오브젠,ST,Q
417970,모델솔루션,ST,Q
418250,시큐레터,ST,Q
418420,라온텍,ST,Q
418470,KT밀리의서재,ST,Q
418550,제이오,ST,Q
418620,E8,ST,Q
418660,TIGER 미국나스닥100레버리지(합성),EF,K
418670,TIGER 글로벌AI사이버보안,EF,K
419050,삼기에너지솔루션즈,ST,Q
419080,엔젯,ST,Q
419120,산돌,ST,Q
419420,KODEX 미국클린에너지나스닥,EF,K
419430,KODEX 차이나2차전지MSCI(합성),EF,K
419530,SAMG엔터,ST,Q
419540,비스토스,ST,Q
419650,PLUS 글로벌수소&차세대연료전지,EF,K
419890,KIWOOM 단기채권ESG액티브,EF,K
420570,제이투케이바이오,ST,Q
420770,기가비스,ST,Q
421320,PLUS 우주항공,EF,K
422420,RISE 2차전지액티브,EF,K
423160,KODEX KOFR금리액티브(합성),EF,K
423170,SOL 글로벌AI반도체탑픽액티브,EF,K
423920,TIGER 미국필라델피아반도체레버리지(합성),EF,K
424460,HANARO 글로벌워터MSCI(합성),EF,K
424760,벨로크,ST,Q
424870,이뮨온시아,ST,Q
424960,스마트레이더시스템,ST,Q
424980,마이크로투나노,ST,Q
425040,티이엠씨,ST,Q
425420,티에프이,ST,Q
426020,TIME 미국S&P500액티브,EF,K
426030,TIME 미국나스닥100액티브,EF,K
426150,WON 대한민국국고채액티브,EF,K
427120,RISE AI플랫폼,EF,K
428510,KODEX 차이나AI테크액티브,EF,K
428560,KODEX 미국ETF산업Top10 Indxx,EF,K
429000,TIGER 미국S&P500배당귀족,EF,K
429010,TIGER 미국나스닥넥스트100,EF,K
429270,시지트로닉스,ST,Q
429740,PLUS K리츠,EF,K
429760,PLUS 미국S&P500,EF,K
429980,SOL 한국형글로벌전기차&2차전지액티브,EF,K
430500,KIWOOM 물가채KIS,EF,K
430690,한싹,ST,Q
431190,케이쓰리아이,ST,Q
432320,KB스타리츠,RT,K
432430,와이랩,ST,Q
432470,케이엔에스,ST,Q
432600,RISE 국채선물3년,EF,K
432720,퀄리타스반도체,ST,Q
432840,HANARO 미국S&P500,EF,K
432980,엠에프씨,ST,Q
433220,에셋플러스 글로벌대장장이액티브,EF,K
433250,UNICORN R&D 액티브,EF,K
433330,SOL 미국S&P500,EF,K
433500,ACE 원자력TOP10,EF,K
433880,PLUS TDF2060액티브 적격,EF,K
433970,KODEX TDF2030액티브 적격,EF,K
433980,KODEX TDF2040액티브 적격,EF,K
434060,KODEX TDF2050액티브 적격,EF,K
434480,모니터랩,ST,Q
434730,HANARO 원자력iSelect,EF,K
434960,DAISHIN343 K200,EF,K
435040,ACE 글로벌브랜드TOP10,EF,K
435420,TIGER 미국나스닥100채권혼합50,EF,K
435530,KIWOOM TDF2030액티브 적격,EF,K
435540,KIWOOM TDF2040액티브 적격,EF,K
435550,KIWOOM TDF2050액티브 적격,EF,K
435570,에르코스,ST,Q
436140,SOL 종합채권(AA-이상)액티브,EF,K
437070,KODEX 아시아달러채권ESG플러스액티브,EF,K
437080,KODEX 미국종합채권ESG액티브(H),EF,K
437350,RISE 미국단기투자등급회사채액티브,EF,K
437370,RISE 글로벌농업경제,EF,K
437730,삼현,ST,Q
438080,ACE 미국S&P500미국채혼합50액티브,EF,K
438100,ACE 미국나스닥100미국채혼합50액티브,EF,K
438320,TIGER 차이나항셍테크레버리지(합성 H),EF,K
438330,TIGER 우량회사채액티브,EF,K
438560,SOL 국고채3년,EF,K
438570,SOL 국고채10년,EF,K
438700,버넥트,ST,Q
438740,MIDAS 중소형액티브,EF,K
438900,HANARO Fn K-푸드,EF,K
439090,마녀공장,ST,Q
439260,대한조선,ST,K
439580,블루엠텍,ST,Q
439860,KODEX ESG종합채권(A-이상)액티브,EF,K
439870,KODEX 국고채30년액티브,EF,K
439960,코스모로보틱스,ST,Q
440110,파두,ST,Q
440290,HB인베스트먼트,ST,Q
440320,오픈놀,ST,Q
440340,TIGER 글로벌멀티에셋TIF액티브,EF,K
440640,ACE 단기채권알파액티브,EF,K
440650,ACE 미국달러단기채권액티브,EF,K
440910,WON 미국우주항공방산,EF,K
441270,파인엠텍,ST,Q
441540,HANARO Fn조선해운,EF,K
441640,KODEX 미국배당커버드콜액티브,EF,K
